行号,国家,日期,事件名称,URL,可访问,HTTP状态码,备注,来源分类,域名,权威性
391,Philippines,2007-01,China and Philippines sign MOU on broadening agriculture and fisheries cooperation,https://www.rsis.edu.sg/wp-content/uploads/2000/01/Monograph22.pdf,是,200,可访问,南洋理工RSIS(学术),rsis.edu.sg,学术
392,Philippines,2007-01,Official visit to the Philippines,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
393,Philippines,2007-09,State visit to China and attendance at the 2007 Summer Davos,http://www.china.org.cn/english/international/226660.htm,是,200,可访问,中国网,china.org.cn,官方媒体
394,Philippines,2009-03,Philippines signs Republic Act 9522 baselines law; China protests,http://www.cctv.com/english/20090311/111452.shtml,是,200,可访问,央视,cctv.com,官方媒体
395,Philippines,2011-03,Chinese patrol boats harass Philippine survey vessel at Reed Bank,https://jamestown.org/program/china-and-the-philippines-implications-of-the-reed-bank-incident/,否,0,连接超时,其他来源,jamestown.org,待确认
396,Philippines,2011-08,State visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
397,Philippines,2012-04,Scarborough Shoal standoff,https://www.fmprc.gov.cn/web//gjhdq_676201/gj_676203/yz_676205/1206_676452/1207_676464/201607/t20160713_9290945.shtml,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
398,Philippines,2013-01,Philippines files SCS arbitration,https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676452/1207_676464/201412/t20141207_7977735.shtml,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
399,Philippines,2014-11,Bilateral meeting on sidelines of APEC Economic Leaders' Meeting,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
400,Philippines,2016-07,South China Sea tribunal ruling,https://www.chinadaily.com.cn/a/202507/18/WS6879b545a310ad07b5d90a66.html,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
401,Philippines,2016-10,Duterte Visits China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
402,Philippines,2017-05,China-Philippines BCM launched,http://www.xinhuanet.com/english/2017-05/19/c_136299099.html,否,404,HTTP 404 页面不存在,新华社,xinhuanet.com,官方媒体
403,Philippines,2017-05,Attendance at the Belt and Road Forum for International Cooperation and bilateral meeting,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
404,Philippines,2017-11,Official visit to the Philippines and attendance at the 2017 ASEAN Summit,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
405,Philippines,2018-04,Attendance at the Boao Forum for Asia Annual Conference and bilateral meeting,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
406,Philippines,2018-11,Philippines-China MoU on oil and gas development in West Philippine Sea,https://www.mfa.gov.cn/nanhai/chn/zcfg/201811/t20181127_8523620.htm,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
407,Philippines,2018-11,Xi Visits Philippines,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
408,Philippines,2019-04,Attendance at the Second Belt and Road Forum for International Cooperation and bilateral meeting,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
409,Philippines,2019-04,Bilateral meeting on sidelines of the Second Belt and Road Forum for International Cooperation,https://www.fmprc.gov.cn/eng/zxxx_662805/t1658773.shtml,是,200,重定向至: https://www.mfa.gov.cn/web/system/index_17321.shtml,中国外交部(旧域名),fmprc.gov.cn,官方/政府
410,Philippines,2019-06,Reed Bank/Gem-Ver collision,https://apnews.com/article/d91f7bd58d97449aa78c2e86d46bb21b,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
411,Philippines,2023-01,State visit to China,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
412,Philippines,2023-02,US Base Expansion,https://military.cnr.cn/jmzs/20230211/t20230211_526151352.shtml,是,200,可访问,其他来源,military.cnr.cn,待确认
413,Philippines,2023-08,Second Thomas Shoal water cannon,https://dfa.gov.ph/authentication-functions/113-newsroom/public-advisory/33091-statement-on-the-05-august-2023-incident-on-the-ayungin-shoal,否,403,HTTP 403 禁止访问(可能需要特殊权限),菲律宾外交部,dfa.gov.ph,其他
414,Philippines,2023-11,Bilateral meeting on sidelines of the APEC Economic Leaders' Meeting,https://www.fmprc.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676452/sbgx_676456/,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
415,Russia,2004-10,Supplementary agreement on China-Russia eastern border signed,https://www.gov.cn/gongbao/content/2005/content_64242.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
416,Russia,2005-08,Peace Mission 2005 joint military exercise,http://www.china.org.cn/english/2005/Aug/137129.htm,是,200,可访问,中国网,china.org.cn,官方媒体
417,Russia,2006-01,Russia Year in China launched,https://www.gov.cn/zwjw/2006-01/02/content_145596.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
418,Russia,2006-03,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
419,Russia,2007-03,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
420,Russia,2008-05,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
421,Russia,2008-10,Heixiazi Island handover and border marker unveiling,https://www.gov.cn/jrzg/2011-07/20/content_1910224.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
422,Russia,2009-02,New Star cargo ship sunk by Russian coast guard,https://www.gov.cn/jrzg/2009-02/25/content_1242135.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
423,Russia,2009-06,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
424,Russia,2010-09,China-Russia crude oil pipeline completed,https://www.gov.cn/gzdt/2011-01/04/content_1778006.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
425,Russia,2011-06,Treaty of Good-Neighborliness 10th anniversary joint statement,https://www.mfa.gov.cn/web/ziliao_674904/1179_674909/201106/t20110617_7947327.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
426,Russia,2012-06,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
427,Russia,2012-07,Russian coast guard fires on Chinese fishing vessel,https://www.chinanews.com.cn/gj/2012/07-18/4039622.shtml,是,200,可访问,中新网,chinanews.com.cn,官方媒体
428,Russia,2013-03,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
429,Russia,2014-05,East-route gas supply contract signed,https://www.gov.cn/xinwen/2014-05/24/content_2686320.htm,否,404,HTTP 404 页面不存在,中国政府网,gov.cn,官方/政府
430,Russia,2014-05,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
431,Russia,2015-05,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
432,Russia,2015-05,Joint statement on Silk Road Economic Belt and EEU alignment,https://www.gov.cn/xinwen/2015-05/09/content_2859384.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
433,Russia,2016-06,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
434,Russia,2017-07,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
435,Russia,2018-06,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
436,Russia,2019-06,Relations elevated to comprehensive strategic partnership of coordination for a new era,https://www.gov.cn/xinwen/2019-06/05/content_5397805.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
437,Russia,2019-06,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
438,Russia,2019-12,Power of Siberia gas pipeline begins deliveries,https://www.gov.cn/xinwen/2020-01/18/content_5470440.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
439,Russia,2021-06,Video meeting on treaty extension,http://www.mod.gov.cn/gfbw/gc/xjp/2021_213415/4888335.html,是,200,可访问,国防部,mod.gov.cn,官方/政府
440,Russia,2022-02,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
441,Russia,2022-02,Joint statement on international relations entering a new era,https://www.gov.cn/xinwen/2022-02/04/content_5672025.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
442,Russia,2022-09,Bilateral meeting on sidelines of SCO summit,https://www.gov.cn/xinwen/2022-09/15/content_5710117.htm,是,200,可访问,中国政府网,gov.cn,官方/政府
443,Russia,2023-03,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
444,Russia,2024-05,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
445,Russia,2024-10,Bilateral meeting on sidelines of BRICS summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
446,Russia,2025-05,State visit to Russia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679110/sbgx_679114/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
447,Saudi Arabia,2006-01,China and Saudi Arabia establish comprehensive strategic partnership,https://www.davidpublisher.com/Public/uploads/Contribute/5d108533d59f8.pdf,是,200,可访问,David Publisher(学术),davidpublisher.com,其他
448,Saudi Arabia,2006-01,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
449,Saudi Arabia,2006-04,State visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
450,Saudi Arabia,2008-05,Saudi Arabia donates over US$60 million for Wenchuan earthquake relief,https://www.chinadaily.com.cn/world/2016xivisitmiddleeast/2016-01/19/content_23139368.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
451,Saudi Arabia,2008-06,China and Saudi Arabia establish strategic friendly relations,https://www.chinadaily.com.cn/china/2008-06/22/content_6784496.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
452,Saudi Arabia,2008-06,Official visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
453,Saudi Arabia,2009-01,Saudi Arabia becomes China's largest oil supplier,https://www.davidpublisher.com/Public/uploads/Contribute/5d108533d59f8.pdf,否,0,异常: The read operation timed out,PDF文件,davidpublisher.com,其他
454,Saudi Arabia,2009-02,State visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
455,Saudi Arabia,2012-01,Official visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
456,Saudi Arabia,2015-09,Mina Hajj stampede kills Chinese pilgrims,https://apnews.com/article/d20f80188e3543bfb36d512df7777cd4,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
457,Saudi Arabia,2016-01,China and Saudi Arabia establish comprehensive strategic partnership,https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
458,Saudi Arabia,2016-01,State visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
459,Saudi Arabia,2016-08,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
460,Saudi Arabia,2017-03,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
461,Saudi Arabia,2019-02,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
462,Saudi Arabia,2019-09,Abqaiq-Khurais attack disrupts Saudi oil supply,https://apnews.com/article/d20f80188e3543bfb36d512df7777cd4,是,200,可访问,美联社(权威国际媒体),apnews.com,权威国际媒体
463,Saudi Arabia,2020-03,COVID-19 pandemic and oil price war slash China oil demand,https://pmc.ncbi.nlm.nih.gov/articles/PMC8652835/,是,200,可访问,PubMed Central(学术),pmc.ncbi.nlm.nih.gov,学术
464,Saudi Arabia,2022-11,Saudi Arabia becomes Chinese group tourism destination,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
465,Saudi Arabia,2022-12,State visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
466,Saudi Arabia,2023-06,Saudi Aramco acquires 10% stake in Rongsheng Petrochemical,https://www.aramco.com/en/news-media/news/2023/aramco-to-expand-presence-in-china-by-acquiring-10-percent-stake-in-rongsheng-petrochemical,否,0,异常: The read operation timed out,其他来源,aramco.com,待确认
467,Saudi Arabia,2023-11,PBOC and SAMA sign bilateral currency swap agreement,https://www.pbc.gov.cn/en/3688110/3688172/4756445/2025092319412691833/index.html,是,200,可访问,中国人民银行,pbc.gov.cn,官方/政府
468,Saudi Arabia,2024-09,Official visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
469,Saudi Arabia,2025-05,China launches unilateral visa-free trial for Saudi citizens,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
470,Saudi Arabia,2025-10,Official visit to Saudi Arabia,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676860/sbgx_676864/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
471,Saudi Arabia,2025-12,China and Saudi Arabia sign mutual visa exemption for diplomatic passport holders,https://www.mfa.gov.cn/web/wjbzhd/202512/t20251214_11772430.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
472,Singapore,2003-11,Joint Council for Bilateral Cooperation launched,https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2777_663548/2779_663552/202406/t20240607_11413253.html,是,200,可访问,中国外交部(旧域名),fmprc.gov.cn,官方/政府
473,Singapore,2003-11,Working visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
474,Singapore,2004-07,Deputy PM Lee Hsien Loong visit to Taiwan sparks Chinese protest,http://www.china.org.cn/english/2004/Jul/101734.htm,是,200,可访问,中国网,china.org.cn,官方媒体
475,Singapore,2005-10,First official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
476,Singapore,2007-11,Tianjin Eco-City Framework Agreement signed,https://www.mnd.gov.sg/tianjinecocity,是,200,重定向至: https://www.mnd.gov.sg/tianjinecocity/who-we-are,新加坡国防部,mnd.gov.sg,官方/政府
477,Singapore,2008-10,China-Singapore Free Trade Agreement signed,https://fta.mofcom.gov.cn/topic/ensingapore.shtml,否,404,HTTP 404 页面不存在,商务部,fta.mofcom.gov.cn,官方/政府
478,Singapore,2010-07,Singapore and China establish bilateral currency swap arrangement,https://www.mas.gov.sg/news/media-releases/2010/mas-and-pbc-bilateral-currency-swap,是,200,可访问,新加坡金融管理局,mas.gov.sg,官方/政府
479,Singapore,2015-11,State visit to Singapore,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
480,Singapore,2016-11,Singapore military vehicles detained in Hong Kong,https://www.bbc.com/news/world-asia-38063908,否,0,连接超时,BBC(权威),bbc.com,权威国际媒体
481,Singapore,2017-08,China-Singapore Chongqing Connectivity Initiative Southern Transport Corridor launched,https://www.mti.gov.sg/newsroom/greater-connectivity-between-singapore-and-chiongqing-with-the-china-singapore--chongqing--connectivity-initiative---southern-transport-corridor/,是,200,可访问,新加坡贸工部,mti.gov.sg,官方/政府
482,Singapore,2018-10,China-Singapore FTA upgrade protocol signed,https://fta.mofcom.gov.cn/topic/ensingapore.shtml,否,404,HTTP 404 页面不存在,商务部,fta.mofcom.gov.cn,官方/政府
483,Singapore,2023-04,Relations elevated to all-round high-quality future-oriented partnership,https://www.pmo.gov.sg/newsroom/joint-announcement-china-and-singapore-all-round-high-quality-future-oriented-partnership-apr-2023/,是,200,可访问,新加坡总理公署,pmo.gov.sg,官方/政府
484,Singapore,2023-04,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
485,Singapore,2023-12,30-day mutual visa exemption,https://www.mfa.gov.cn/wjbxw_new/202401/t20240125_11233114.shtml,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
486,Singapore,2024-11,China-Singapore FTA further upgraded,https://www.enterprisesg.gov.sg/grow-your-business/go-global/international-agreements/free-trade-agreements/find-an-fta/csfta,是,200,可访问,政府机构,enterprisesg.gov.sg,官方/政府
487,Singapore,2025-06,Official visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_677076/sbgx_677080/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
488,South Korea,2003-07,Roh Visits China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
489,South Korea,2005-10,Kimchi import dispute with South Korea,http://www.chinadaily.com.cn/english/doc/2005-11/15/content_494903.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
490,South Korea,2005-11,State visit to South Korea prior to APEC summit,https://www.koreaittimes.com/news/articleView.html?idxno=2188,是,200,可访问,新闻媒体,koreaittimes.com,其他
491,South Korea,2006-10,State visit to China,https://covid-19.chinadaily.com.cn/china/2006-10/13/content_707978.htm,是,200,可访问,中国日报,covid-19.chinadaily.com.cn,官方媒体
492,South Korea,2007-04,Official visit to South Korea,https://covid-19.chinadaily.com.cn/china/2007-04/11/content_847868.htm,是,200,可访问,中国日报,covid-19.chinadaily.com.cn,官方媒体
493,South Korea,2008-05,Lee Visits China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
494,South Korea,2008-08,State visit to South Korea,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
495,South Korea,2008-08,Bilateral meeting on sidelines of Beijing Olympics,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
496,South Korea,2009-09,Bilateral meeting on sidelines of UN General Assembly,http://www.china.org.cn/international/2009-09/21/content_18567813.htm,是,200,可访问,中国网,china.org.cn,官方媒体
497,South Korea,2010-03,ROKS Cheonan sinking,https://www.nytimes.com/2010/04/26/world/asia/26korea.html,否,0,连接超时,纽约时报(权威),nytimes.com,权威国际媒体
498,South Korea,2010-05,Official visit to South Korea,https://www.theguardian.com/world/2010/may/28/north-korea-exporting-nuclear-technology,否,0,连接超时,卫报(权威),theguardian.com,权威国际媒体
499,South Korea,2010-11,Yeonpyeong Island shelling,https://www.reuters.com/article/idUSTRE6AM0W920101123,否,0,连接超时,路透社(权威),reuters.com,权威国际媒体
500,South Korea,2010-11,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
501,South Korea,2011-11,Bilateral meeting on sidelines of APEC summit,https://www.chinadaily.com.cn/china/2011huapec/node_1075485_3.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
502,South Korea,2012-01,State visit to China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
503,South Korea,2012-05,Official visit to South Korea,https://www.theguardian.com/world/2010/may/28/north-korea-exporting-nuclear-technology,否,0,连接超时,卫报(权威),theguardian.com,权威国际媒体
504,South Korea,2013-06,Park Visits China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
505,South Korea,2013-11,China declares East China Sea ADIZ covering Ieodo/Suyan Rock,https://www.chinadaily.com.cn/china/2013-11/23/content_17126611.htm,是,200,可访问,中国日报,chinadaily.com.cn,官方媒体
506,South Korea,2014-07,Xi Visits ROK,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
507,South Korea,2014-11,Bilateral meeting on sidelines of APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
508,South Korea,2015-03,South Korea announces decision to join AIIB as founding member,https://english.moef.go.kr/pc/selectTbPressCenterDtl.do?boardCd=N0001&seq=3801,是,200,重定向至: https://english.mofe.go.kr/pc/selectTbPressCenterDtl.do?boardCd=N0001&seq=3801,韩国企划财政部,english.moef.go.kr,官方/政府
509,South Korea,2015-09,State visit to China and attendance at Victory Day parade,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
510,South Korea,2015-11,Bilateral meeting on sidelines of APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
511,South Korea,2015-12,China-South Korea FTA enters into force,http://www.china.org.cn/business/node_7233287.htm,是,200,可访问,中国网,china.org.cn,官方媒体
512,South Korea,2016-07,THAAD deployment announced,https://www.uscc.gov/research/chinas-response-us-south-korean-missile-defense-system-deployment-and-its-implications,是,200,可访问,美中经济安全审查委员会,uscc.gov,学术
513,South Korea,2016-08,China restricts K-pop and Hallyu over THAAD,https://www.nytimes.com/2016/08/08/world/asia/south-korea-missile-defense-china-k-pop.html,否,0,连接超时,纽约时报(权威),nytimes.com,权威国际媒体
514,South Korea,2016-09,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
515,South Korea,2017-03,Lotte stores closed in China amid THAAD retaliation,https://www.reuters.com/article/business/south-koreas-lotte-reports-store-closures-in-china-amid-political-stand-off-idUSKBN16D03U/,否,0,连接超时,路透社(权威),reuters.com,权威国际媒体
516,South Korea,2017-07,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
517,South Korea,2017-10,THAAD 'Three Noes' and bilateral relations normalization,https://en.yna.co.kr/view/AEN20171031004251315,是,200,可访问,其他来源,en.yna.co.kr,待确认
518,South Korea,2017-11,Bilateral meeting on sidelines of APEC summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
519,South Korea,2017-12,Moon Visits China,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
520,South Korea,2019-06,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
521,South Korea,2022-03,Virtual meeting (phone call) congratulating Yoon on election,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
522,South Korea,2022-11,Bilateral meeting on sidelines of G20 summit,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676524/sbgx_676528/,是,200,可访问,中国外交部,mfa.gov.cn,官方/政府
